Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC54,OUT027,6108.650591492947
FDP08,OUT018,2827.711793375884
FDU44,OUT046,2606.478739894065
DRG39,OUT035,841.0343427201493
FDU32,OUT049,2119.536750386075
FDY27,OUT049,3145.3691068627736
NCP54,OUT013,2159.374498390855
NCZ41,OUT049,2639.514018438312
DRL49,OUT013,2129.165495548981
FDI05,OUT018,1115.48622940954
FDY56,OUT045,4107.5562320572
DRC13,OUT013,1976.68062723257
NCV29,OUT017,3004.8671166566364
FDR24,OUT049,1540.2220177974107
FDZ34,OUT018,2841.662220803815
FDP37,OUT035,2111.4839359378375
FDX08,OUT027,4822.486450125615
FDS57,OUT045,2151.297430627004
NCG18,OUT049,1799.7171994925643
FDK25,OUT018,2470.311409202365
FDH53,OUT049,1235.2663566021604
DRI59,OUT018,3312.4246078062874
FDA52,OUT046,2689.4400282525144
FDT20,OUT010,-34.31003718967059
FDE36,OUT019,573.5390654379564
FDI24,OUT017,2890.6755423612453
FDB28,OUT018,2809.536344409521
FDV11,OUT017,2853.098527283595
FDP01,OUT046,2480.0689929341224
FDD34,OUT027,4067.9368317808035
FDJ50,OUT027,1883.1545952054298
FDZ44,OUT013,1889.4894748248776
DRO59,OUT035,1415.7445725687003
DRB48,OUT045,690.514430626482
FDR21,OUT018,2563.172133968923
NCE42,OUT010,689.8778949924642
FDO23,OUT046,1438.197456797396
NCE30,OUT018,2645.8750313017667
FDQ22,OUT035,899.1056166728185
FDY01,OUT045,1822.7064741484737
FDS08,OUT017,2819.468656213242
FDG28,OUT018,3333.313911984936
FDQ51,OUT018,683.5938749482942
FDB05,OUT017,3842.519748646152
FDO56,OUT049,1931.505277332355
FDE02,OUT018,1361.735969801575
FDN45,OUT017,3660.205913772235
FDS09,OUT013,863.0474383943614
NCA54,OUT018,2586.0864407806966
FDP09,OUT010,644.082910567113
FDC53,OUT045,1686.2447142955803
NCM55,OUT017,3089.5578222194063
FDL09,OUT018,2497.6469296836494
FDA11,OUT019,285.1640816217489
FDA50,OUT045,1524.82519947784
FDC23,OUT017,3242.9694515795345
FDE22,OUT049,2739.3561918380815
FDD23,OUT046,3198.9372544401
NCA29,OUT049,3025.1011889334404
FDK38,OUT046,2355.8639762014104
DRC13,OUT046,1901.7878664925297
NCP43,OUT049,2831.361956554451
FDX28,OUT049,1543.4928872320424
FDF08,OUT049,1601.8476604401803
FDZ33,OUT046,2473.118283101345
FDD10,OUT049,2528.3433316431574
FDO58,OUT017,2525.0341319912527
FDI50,OUT017,3874.7160277242215
FDO58,OUT045,2497.6257668855237
FDX08,OUT013,2947.908300998038
NCK17,OUT010,-0.5569218170932722
FDF39,OUT035,4286.67089528126
FDU45,OUT010,314.08260352318933
NCJ18,OUT018,1577.6273667581133
DRC27,OUT019,427.32233427898694
DRC25,OUT035,1215.7198681345785
FDU59,OUT035,2578.223127002379
FDU28,OUT035,3219.624893517159
NCP30,OUT046,620.2617063583969
FDB39,OUT018,841.4214384839503
FDE41,OUT013,1403.7995629853606
DRH11,OUT010,92.12037136929082
FDA58,OUT045,3605.8278592060074
FDU50,OUT046,1899.0046265135504
FDM34,OUT013,2215.6778135967297
FDM44,OUT027,2621.342297275258
FDR39,OUT045,3030.659960010317
FDM25,OUT045,2849.0729778515106
FDQ49,OUT049,2451.968322522957
DRH25,OUT018,699.318835507939
FDM09,OUT027,4224.622720055405
FDL44,OUT019,567.1978799903375
NCR42,OUT018,793.0504468062803
DRL59,OUT046,921.3779366897239
FDX43,OUT013,2615.5343482919216
DRK47,OUT010,615.4365783639764
FDU48,OUT018,1880.7366876520439
FDY12,OUT045,906.8063894278932
NCN43,OUT018,1835.8436127008968
NCM55,OUT018,2609.5830645723104
FDQ21,OUT027,3102.657813773404
FDX13,OUT035,4067.513097704521
NCK30,OUT027,5787.487878855239
FDG20,OUT049,2772.273282023568
DRG27,OUT017,714.5228971685874
FDY14,OUT018,4021.4206325666296
FDP59,OUT035,1661.201865234552
FDU60,OUT017,2989.525183416687
NCC18,OUT019,375.7456837861424
DRJ39,OUT017,3473.144886860453
FDS07,OUT049,1916.465285017393
FDM08,OUT027,5663.185737901676
FDP51,OUT045,2041.154394982681
FDU16,OUT035,1459.5788783206067
FDH12,OUT013,1686.1001646054472
DRE48,OUT010,610.2267763197683
NCL42,OUT027,6330.262200626306
FDR21,OUT045,2750.252709745245
NCW29,OUT035,2223.444728925344
FDO11,OUT013,4165.41814418008
NCM31,OUT049,2147.7879669242557
FDV35,OUT019,386.8787925042988
FDF58,OUT017,1076.0211631845846
NCE43,OUT049,2839.2590768863824
FDA02,OUT035,2570.0936112373442
DRL37,OUT010,-16.09657141911096
FDR24,OUT018,1306.6194148838488
FDW59,OUT049,1429.2564475467352
FDS22,OUT049,1039.2123786136324
FDW24,OUT017,857.4766947397454
FDU24,OUT035,1453.0227137149268
FDA21,OUT027,5051.248525782472
FDH58,OUT027,3014.350729954608
FDW36,OUT018,1507.2214302189163
FDI45,OUT027,4647.739031990523
FDU01,OUT018,2903.7857206484064
FDF35,OUT027,2682.5352487298674
FDU43,OUT019,624.7658203358515
FDE24,OUT019,528.6275782162965
FDK50,OUT049,2630.281760823421
FDG31,OUT045,1071.9231848995012
FDC60,OUT045,1793.5967963596565
FDL36,OUT013,1514.9544366443874
FDP21,OUT013,3067.382150868886
FDW16,OUT045,1514.2238566775588
FDX02,OUT017,3746.346575465562
FDQ58,OUT027,3821.1535068028725
FDT51,OUT046,1726.3334507934633
FDD59,OUT049,1410.3941548682637
NCM42,OUT018,1361.355246477216
FDA57,OUT018,634.0543920212464
FDZ48,OUT035,1938.1593093247304
FDE46,OUT045,2443.981335738197
NCZ30,OUT019,522.610348632171
FDB56,OUT017,3112.5199191453517
FDA25,OUT027,2637.7999509629126
FDD20,OUT013,2249.304284591598
FDL25,OUT013,1475.1747031775785
NCO18,OUT049,2974.2229298763496
FDJ45,OUT017,893.2062193982758
FDR12,OUT035,2718.842482966636
NCF19,OUT010,-11.224876902101661
FDK25,OUT046,2687.60149291773
NCR17,OUT046,1941.4144284587155
FDC52,OUT046,2434.800527999376
NCA54,OUT017,2947.6924678972973
FDR45,OUT010,718.051226118379
NCM19,OUT049,1980.6469351289643
FDF39,OUT027,6190.20277271052
FDX23,OUT049,1569.3472096357818
FDD58,OUT027,2642.8527310648237
FDX28,OUT013,1598.7119744945057
NCD31,OUT013,2747.370364617699
FDU57,OUT018,2185.7412589939095
FDI27,OUT046,878.8850453831715
NCM42,OUT046,1698.2670387342728
FDD32,OUT027,2408.1212900444034
FDI34,OUT013,4044.9455884482395
NCM29,OUT049,2135.407140175275
FDG46,OUT018,1701.0956777424667
DRC01,OUT010,-3.4634937831811454
FDB15,OUT027,5375.8271405882115
NCA17,OUT027,3829.39147297369
FDF10,OUT046,2428.79681146705
FDR26,OUT027,4849.677331326451
FDI02,OUT049,1919.9700470756
NCM54,OUT010,339.10946442553893
FDF14,OUT013,2406.5245349384822
FDJ33,OUT010,331.7431564066992
FDM20,OUT035,3929.9346864655195
FDC03,OUT027,4808.658926400144
NCX05,OUT046,1919.347218523172
NCM41,OUT027,2505.7344981298857
NCU29,OUT010,535.8396471397036
FDQ59,OUT017,1366.709843940815
FDH46,OUT010,236.8881700986694
FDH09,OUT013,845.1228864462113
NCD06,OUT045,818.9834550235792
FDC15,OUT035,2410.412961080761
DRD37,OUT027,1658.0357898012312
FDT28,OUT027,3479.6302955953447
FDR28,OUT027,4034.81617994207
FDT38,OUT017,1517.5471041100445
FDV34,OUT027,2121.579830953774
FDY52,OUT035,1153.5524909008361
FDB34,OUT013,1528.3293669342486
DRL23,OUT018,1522.193372662006
DRB24,OUT046,2236.184161059577
FDJ50,OUT046,1050.472301522447
FDQ49,OUT035,2531.7489115581757
FDP20,OUT035,2120.921531455185
FDV19,OUT027,3984.7691487437332
NCR54,OUT045,3045.184878174129
FDO09,OUT010,491.8427829971398
FDS57,OUT018,1932.2677146595304
FDN10,OUT049,1923.4238792574142
FDV23,OUT049,2160.9959025712174
FDY28,OUT049,3649.949822589031
DRG51,OUT013,2638.624876507035
FDD45,OUT019,259.7380515615337
NCL18,OUT027,4733.458543504636
NCM29,OUT013,2253.6735423401765
FDF17,OUT027,4848.201666894162
FDE22,OUT017,2551.2134407295557
FDQ22,OUT017,840.0188779461237
FDS01,OUT013,3071.7684386558644
FDW35,OUT027,1229.2075965424408
FDJ33,OUT046,2094.049953809276
NCF54,OUT035,2894.3550546129136
FDE09,OUT013,1795.7335994065045
NCE06,OUT045,2447.5416892012245
DRH49,OUT049,1207.1948254262245
FDY43,OUT045,2832.685546615893
NCT05,OUT017,4138.8307019558915
FDZ34,OUT045,3433.6104960003986
FDL38,OUT017,1495.206143085057
FDZ31,OUT017,3263.974357809918
FDR14,OUT035,1017.6061574654553
NCN54,OUT049,1380.276998062298
NCC42,OUT027,3273.3631917732782
FDK08,OUT017,1912.2973211024648
FDP59,OUT013,1617.0752635246824
FDV22,OUT035,2817.601329502821
FDD33,OUT035,3724.523953877527
DRE60,OUT027,5757.19726174329
FDK52,OUT046,3633.747261615498
FDA02,OUT017,2364.769047041493
FDM56,OUT049,1791.0115885609678
FDE57,OUT035,2196.3650810843674
FDM32,OUT045,1429.8652540621672
NCQ30,OUT027,3091.325434460468
FDQ27,OUT027,2697.6904547109325
FDT60,OUT027,3089.5404121604897
FDU43,OUT049,3865.420608341524
NCO55,OUT035,1852.732524500771
FDG02,OUT045,3062.350048030254
FDJ28,OUT013,3091.2997304338273
FDP40,OUT045,1936.670677921222
FDJ38,OUT045,3024.3469421113905
NCC54,OUT017,3658.6412715331808
NCZ41,OUT046,2608.563508337395
FDK38,OUT019,523.3387482105477
FDU52,OUT013,2412.454703906654
FDC40,OUT046,1361.3647271470966
NCR30,OUT017,1221.9157986872322
NCN18,OUT017,1853.8773183829394
FDB50,OUT035,1364.0744996696153
FDG04,OUT013,3246.5178462453164
FDR26,OUT035,2787.7730325855346
NCT17,OUT018,2919.4274066925555
FDX35,OUT027,6484.634123206755
FDS12,OUT046,1983.3159121188964
NCZ29,OUT027,3125.195162826884
FDB38,OUT010,559.5579564508052
FDP12,OUT013,708.2926756423662
FDP22,OUT046,939.4798341777771
FDS26,OUT018,3601.7996118539613
FDR52,OUT046,3105.9228918169897
DRJ13,OUT046,2604.088451095685
FDU48,OUT027,3075.6575830081274
FDE29,OUT035,1074.1929855667647
NCT29,OUT049,2120.3530446654113
DRK37,OUT018,3104.140296296105
FDK55,OUT046,1401.4778870939774
FDR07,OUT046,1631.1936209571118
FDO21,OUT027,5462.621284726119
FDK46,OUT049,4200.761142232518
FDB12,OUT045,1736.4372514820398
FDT31,OUT027,4687.421172454443
FDJ33,OUT045,2094.2466648529658
FDC26,OUT027,2982.4431528963287
NCQ02,OUT045,3084.0898447381715
FDP08,OUT010,444.4769654327236
FDB11,OUT027,5181.217882925192
FDV55,OUT013,2396.203156259334
FDW20,OUT049,1917.753071580221
NCJ18,OUT019,432.8763885285676
FDC41,OUT018,1129.609791196751
FDE14,OUT027,2749.442041234043
FDG35,OUT013,3024.019772929521
FDF45,OUT035,1165.9643289900848
FDS19,OUT027,2375.1143805092433
FDS58,OUT019,574.7304801907868
FDA26,OUT017,3573.792451493522
FDM32,OUT049,1336.963645380554
FDL45,OUT046,2054.998979693283
FDZ55,OUT049,2538.214159857743
FDY37,OUT049,2434.7318100206953
FDO46,OUT046,3044.5896045191244
FDQ60,OUT046,1958.351241567887
FDA19,OUT018,1887.0503184025254
FDL15,OUT046,2405.222281346662
FDM10,OUT018,2838.005379188183
NCL05,OUT017,653.8966498393848
DRK49,OUT010,-47.171634234360404
NCE18,OUT027,6503.095543414253
FDG40,OUT049,775.1498809061379
DRI59,OUT045,3632.423132173368
FDK28,OUT035,3851.7251517633626
NCD06,OUT019,-22.31476694944957
FDO11,OUT019,783.6932520737654
FDK27,OUT046,1966.3553202751023
FDT43,OUT027,1711.6325630485246
FDD38,OUT018,1560.4842327571746
FDA16,OUT049,3485.815160544981
FDL14,OUT027,3735.419138195867
NCM17,OUT049,901.6119522878936
FDD20,OUT045,2089.722950392318
FDA40,OUT045,1440.373029866564
FDL43,OUT045,1339.0289991267227
FDV15,OUT045,1698.0780487303543
FDE52,OUT046,1535.743265367422
NCL17,OUT010,492.2809174914543
NCJ31,OUT045,3454.113097266969
FDR60,OUT045,1249.1306681906556
NCA18,OUT035,2051.7092605213115
FDS21,OUT027,2170.36776890275
FDW09,OUT035,1466.7093300916883
FDL26,OUT035,2603.573916809754
FDS47,OUT018,1322.051727163879
FDC39,OUT046,3175.296990333822
FDT51,OUT035,1897.2920168050211
FDK40,OUT035,4413.702191795936
NCG19,OUT045,3366.6412438191533
FDZ07,OUT046,1118.6848992029684
FDF08,OUT027,2648.064739215179
FDO04,OUT013,992.7482015326133
FDK41,OUT018,1232.5860269640966
FDP15,OUT049,3986.687056340252
NCD43,OUT018,1346.3344891039005
NCP18,OUT013,2457.1533817583754
FDZ51,OUT046,1573.5192153994194
DRH13,OUT035,1975.8115575865372
FDF38,OUT045,801.8624399549826
NCI43,OUT045,723.549169297767
FDM38,OUT027,1987.6495773431109
FDS03,OUT013,1152.424769966376
DRJ47,OUT017,2845.639216413597
FDT50,OUT010,220.31935322172362
FDV02,OUT046,2811.7834899589366
NCG18,OUT017,1777.4708376653175
FDW52,OUT046,2579.7153740239246
FDS40,OUT035,840.4661455662715
FDN31,OUT017,3145.854473908879
FDA37,OUT045,2037.0408103255445
FDA15,OUT046,4055.1617935075046
FDL39,OUT046,2766.6401547292817
FDJ53,OUT045,2072.512767170534
FDX22,OUT013,3530.1827988977816
NCZ42,OUT045,4359.1707316141965
FDD56,OUT027,4666.401110483003
FDD40,OUT017,3387.2211090567107
FDS50,OUT013,3219.203004940015
NCN14,OUT013,3241.7331794215106
FDT15,OUT013,3087.6084398500443
NCS18,OUT027,2744.5200756885374
NCO26,OUT010,360.85527153651947
FDF58,OUT018,790.1071232173146
NCB19,OUT013,1407.6159121685332
FDH26,OUT017,2112.829371078822
DRB24,OUT027,3987.433031806716
FDA49,OUT018,1183.6120780909994
FDB32,OUT045,1543.9377799772553
FDI36,OUT017,3259.0098321964792
NCA17,OUT010,484.1489448450452
FDH22,OUT013,2073.8045616195545
NCM26,OUT018,2243.9079190315592
FDT15,OUT027,4922.385239211089
FDB16,OUT018,1205.899315615058
NCP54,OUT027,3110.5059307796437
FDJ36,OUT013,1672.5682579786126
FDO28,OUT045,2007.8073965482815
FDU09,OUT013,1026.216066611289
FDF29,OUT017,2277.7996448014255
FDY08,OUT013,2097.433993411083
DRJ59,OUT018,624.5725336608268
FDT23,OUT027,2296.112113997159
FDU15,OUT018,493.3457559070706
FDT47,OUT013,1593.926347453049
FDI53,OUT019,650.5276529557717
FDR59,OUT018,3400.5598727343718
FDD53,OUT035,845.9395908293127
FDY51,OUT017,3474.0357155738466
FDT04,OUT049,792.712110863682
FDU51,OUT049,2985.2818359870175
FDG14,OUT035,2504.851048332239
NCU06,OUT045,3862.4353218994593
DRG25,OUT046,3261.2149686941184
DRH49,OUT035,1380.0795498749849
FDN15,OUT035,2174.9223386882304
FDL43,OUT018,1081.1520842350124
NCT18,OUT049,3431.9234484974563
NCB31,OUT013,3816.41638560864
FDK57,OUT035,2089.404733502414
FDY04,OUT019,549.2567924194886
NCP54,OUT046,2062.962055580433
FDF41,OUT013,4097.173742496163
FDM01,OUT045,1698.1078265926396
FDW03,OUT045,1658.6247950841002
FDF28,OUT045,2060.5714036076242
FDY37,OUT017,2382.614988622921
FDQ03,OUT017,3730.7820571905327
FDP51,OUT027,3243.2734200961995
FDJ40,OUT017,1754.9864013746453
FDC32,OUT049,1544.2254546765573
DRI49,OUT027,2182.6389330749384
NCW54,OUT017,1128.0338064772493
FDF09,OUT017,756.0792246698903
FDP45,OUT018,3262.38129019324
DRJ23,OUT018,2813.2765249713084
FDS59,OUT017,1819.5331188820448
FDY08,OUT046,2027.3745307406962
FDX16,OUT049,2464.35380203534
FDY16,OUT018,3039.7734732745157
FDK32,OUT035,2596.1746546163063
FDQ22,OUT013,806.12113754196
NCC31,OUT018,2060.335206220532
FDG58,OUT049,2523.76259431824
DRF48,OUT013,3045.7025368055083
DRH36,OUT049,1108.6594272173052
NCR30,OUT035,1412.5802222434997
FDB03,OUT019,495.0552859884494
FDZ28,OUT027,3303.9180308535574
FDR35,OUT017,3084.469701044707
DRD15,OUT027,5502.5039219023
FDJ33,OUT019,505.88933803491113
FDA56,OUT010,352.6674533342083
FDP56,OUT046,826.6559648517406
NCT30,OUT046,902.2763725371294
FDK15,OUT017,1730.297298102841
FDH44,OUT018,2238.491415254721
FDV01,OUT013,2488.441923518944
DRG03,OUT017,2371.3681678568923
FDG50,OUT027,2600.3664394434304
FDR16,OUT010,645.9935191408595
FDZ60,OUT046,1573.2538785081774
DRG03,OUT045,2348.858804797143
FDS56,OUT018,3639.5410025192164
FDU33,OUT045,922.3504926223115
DRD27,OUT035,1951.2110194064035
FDW22,OUT046,3479.7214560559737
DRA24,OUT045,2306.0241851786286
FDF38,OUT049,803.4462533918168
FDX48,OUT013,2393.1324577276982
FDS58,OUT018,2225.498748915658
FDC32,OUT046,1523.8214833842392
NCQ29,OUT045,3842.0617803795913
DRK39,OUT018,1180.1028259900072
NCS38,OUT017,1908.2681546055992
DRO47,OUT013,1889.4005804861292
DRG27,OUT027,1354.401638759745
FDC57,OUT027,4912.718552808282
FDS55,OUT046,2447.6535006213244
NCJ06,OUT018,1722.7393771589418
FDO01,OUT019,514.0568846512232
NCM55,OUT045,3060.8643016558735
FDC52,OUT049,2505.8222330281283
FDQ15,OUT045,1211.5165254202727
NCT30,OUT027,1646.3816991892522
NCR42,OUT027,1391.1015396612427
FDD28,OUT035,1080.679799876865
FDQ34,OUT049,1736.7758872801983
FDZ12,OUT027,3208.4633693471974
DRE13,OUT019,247.0780358910934
NCN07,OUT019,514.251463705072
FDM28,OUT035,2856.143657056955
FDI10,OUT017,2910.4692856688125
FDQ25,OUT013,2600.8881768274905
FDA38,OUT010,663.6590251156537
DRI13,OUT049,3239.4354787038174
FDY20,OUT027,2833.8763853294568
NCZ53,OUT035,3718.062167613255
NCM31,OUT013,2433.578335494813
DRB01,OUT017,2683.1751443039357
DRF37,OUT046,3944.001924231167
NCF42,OUT049,2782.649232478642
FDF16,OUT018,2148.880132524947
FDB41,OUT013,924.7910688371787
FDR34,OUT013,4290.829750941055
FDR15,OUT018,2203.408124704126
NCV42,OUT019,412.0878975789661
FDW51,OUT035,3447.832755024434
FDU36,OUT017,1509.7592848937352
FDX60,OUT049,1353.932895987675
FDY03,OUT035,2087.7065240656243
FDW55,OUT045,3950.6667624820498
FDT01,OUT010,438.6927113453182
FDG58,OUT013,2446.8122077709368
FDK21,OUT017,4156.963720788597
NCS41,OUT019,651.9740181504116
FDS10,OUT045,2708.806587411057
NCT53,OUT046,2660.5534389533987
FDJ28,OUT018,2762.3185611800022
FDX44,OUT045,1405.5176552079008
FDT20,OUT018,541.9096616367991
FDO44,OUT017,1779.0402303417436
NCX17,OUT049,3556.8418079793014
FDY01,OUT017,1892.629728414272
FDJ12,OUT027,5421.984121224646
DRK35,OUT018,607.2985160678998
FDD47,OUT019,407.76835891936383
NCM53,OUT035,1819.8110649709806
FDO45,OUT013,1469.6564630234332
NCM42,OUT010,245.26558034335207
FDE04,OUT046,3009.67660526309
NCI30,OUT027,5880.486045773305
FDZ19,OUT013,2793.181987155278
FDW57,OUT013,2931.762056013289
FDA25,OUT013,1872.0112772434672
FDT22,OUT046,938.6880790854228
FDP51,OUT013,1992.9207331388393
FDD48,OUT027,2902.0993331775635
FDY39,OUT035,3585.2232872220316
FDO48,OUT010,686.5158986320785
FDD23,OUT027,4781.447595149037
DRN35,OUT027,1239.3158944443242
FDT01,OUT035,3372.270975616732
FDC20,OUT010,98.88554449585668
DRJ35,OUT035,1043.7526802276507
FDB32,OUT046,1561.029665510389
FDL24,OUT046,2818.822477911997
NCV42,OUT035,1980.5667121604718
FDZ46,OUT046,1802.8321130913323
FDC15,OUT013,2360.4027571187803
FDD08,OUT019,-46.63897034593864
FDY50,OUT049,1535.1895924741857
FDD36,OUT013,2099.771513984842
FDG57,OUT027,1658.0327743066155
FDL21,OUT018,581.2512669117364
FDN16,OUT027,2721.8655935596535
FDJ09,OUT027,1325.664109764482
FDS01,OUT010,516.0374493809726
FDV33,OUT017,3966.1132442480102
DRE12,OUT017,1915.2069080677895
FDR07,OUT013,1718.7163420268437
FDP48,OUT010,565.0916740593283
NCB55,OUT035,987.9912121681677
FDQ08,OUT013,1248.091051847922
FDR34,OUT035,4087.1501397653683
FDO33,OUT046,1886.6933241578372
FDP13,OUT045,775.9639795659696
FDX12,OUT049,3935.096597276953
NCT06,OUT049,2889.6601744631366
FDR16,OUT019,730.6293549339283
FDE36,OUT046,2895.8205410625333
FDZ36,OUT049,3510.9783351118813
FDV13,OUT045,1436.4510370525052
NCZ17,OUT035,987.7248156377934
FDU56,OUT045,3061.180162451998
FDM09,OUT035,2938.931899958085
FDV02,OUT017,2885.9998278038256
FDS34,OUT018,1586.5312656607134
FDA11,OUT049,1548.9618368179858
FDP09,OUT017,3392.891071899785
FDB29,OUT027,2964.3806629564656
FDT19,OUT017,3278.122327305289
DRH15,OUT017,712.3384022249538
FDY38,OUT046,3634.3723133045673
FDF14,OUT027,3730.446815377527
FDN48,OUT010,219.87547390403202
FDQ12,OUT013,3897.345943939345
NCJ43,OUT045,2721.588536152875
FDE17,OUT019,528.5369087091343
FDB05,OUT035,3992.3155372460837
FDH10,OUT045,2328.163570892451
NCR06,OUT017,898.5853475203369
FDU32,OUT018,1786.6494828488949
FDD56,OUT049,2928.3990817255553
FDO36,OUT018,2603.6671801702646
FDH16,OUT010,217.2952032664991
FDX10,OUT018,677.8971084429681
FDZ37,OUT017,1547.340049051788
FDU31,OUT010,645.6183507222164
DRC49,OUT049,2029.251300565968
FDL15,OUT045,2419.638919927355
FDN32,OUT019,665.427062114927
DRH59,OUT027,1917.9420841895617
NCU29,OUT049,2611.0720747775
FDR37,OUT019,893.5484617136606
FDS14,OUT018,2213.4117804600032
FDU02,OUT027,5688.729405948725
FDJ08,OUT035,3097.7502879784
NCZ06,OUT045,3873.2699928651373
FDO31,OUT049,1370.6767979470956
FDH31,OUT018,1449.621412189754
FDS58,OUT017,2713.6526267236977
NCA53,OUT027,1577.8286846085282
FDF50,OUT046,3292.430534730504
NCW42,OUT049,3783.9953175872897
NCQ17,OUT045,2538.3343864501758
FDK51,OUT018,3897.7144303376663
NCW41,OUT010,584.8820819993882
NCR29,OUT017,982.8530641930781
FDB08,OUT019,561.4806898226296
FDA40,OUT027,2454.439188693579
FDL14,OUT018,2275.190910045636
FDB47,OUT046,3347.8122696763803
FDO03,OUT035,3878.5620097626024
DRK13,OUT019,483.8634252040452
FDX13,OUT010,746.6944403490522
FDF52,OUT046,3355.9670905691555
FDT11,OUT013,2878.745963843609
FDB08,OUT013,2631.2248691863347
FDQ28,OUT018,2309.772674637599
FDD29,OUT045,4153.288695040933
NCQ29,OUT027,5748.012161464992
NCO02,OUT013,1180.1090859528397
FDR56,OUT010,552.9326869794907
NCM54,OUT049,2185.8379070241162
FDP51,OUT035,2019.0183568727105
FDT38,OUT013,1508.074830327581
FDZ20,OUT018,3481.8485584392024
FDJ53,OUT013,2070.3824136480507
FDX13,OUT049,4093.73564045013
FDP58,OUT035,3388.0205450289845
NCK31,OUT019,-21.826638972062458
FDA35,OUT018,1855.2889488946075
FDV37,OUT018,2808.667030398101
NCO07,OUT027,5012.844585853303
FDA20,OUT045,3256.4305164862017
FDZ59,OUT035,2831.089081987037
NCY17,OUT017,850.8414119964292
FDQ28,OUT035,2554.55670405374
FDV35,OUT017,2361.687373107438
FDQ36,OUT013,671.1938050212003
FDD34,OUT018,2369.067838138545
FDK51,OUT045,4165.994190822217
FDV31,OUT035,2784.2883823769157
FDR04,OUT035,1865.54229063895
FDR14,OUT049,931.8697688889612
DRC36,OUT010,508.493610173942
FDE39,OUT019,484.35579651928305
FDP57,OUT049,1754.4500783190115
FDE57,OUT046,2131.3799066589845
NCN18,OUT046,1855.567565489101
NCQ05,OUT018,2153.1380090215666
FDW47,OUT035,2003.619010049595
FDV46,OUT035,2225.588020038949
NCP29,OUT045,1094.5033094401963
FDE09,OUT018,1520.689303659631
NCU06,OUT027,6136.6558644324905
FDT19,OUT010,419.5022923612212
DRF15,OUT017,2369.0146697987884
DRI51,OUT013,2665.492994325389
NCX54,OUT013,1700.2887601186696
DRE01,OUT013,3862.750582227684
NCB07,OUT045,3002.7108561163627
FDU50,OUT035,1924.63186870072
FDG40,OUT035,827.5495618169177
FDW10,OUT018,2468.636862384352
FDX51,OUT013,3162.5664981320097
NCP17,OUT045,1068.6033126774464
FDP21,OUT035,3271.50039091967
FDL04,OUT045,1619.2803151633254
FDV23,OUT013,2094.4990094819946
FDF24,OUT046,1354.070910851728
FDH56,OUT027,3040.5734973189637
FDB51,OUT049,985.7092882389202
FDI58,OUT027,2421.252934131425
FDR20,OUT013,805.0529415003532
FDC51,OUT018,1970.5347145291616
FDB16,OUT027,2400.6895201119014
FDE40,OUT049,975.1961470516711
NCM17,OUT035,980.373104218855
FDU56,OUT035,3206.282859913715
FDS32,OUT019,522.2831503157554
FDX02,OUT049,3748.3586561237307
FDT39,OUT027,3519.5770068841493
FDE35,OUT017,909.5601801845528
NCI42,OUT019,648.0787588295273
DRL23,OUT046,1700.2062431672452
FDA10,OUT046,2046.0040257211335
FDA11,OUT013,1495.6370628796983
NCM06,OUT046,2662.0027271839085
NCT05,OUT035,4195.173076664955
NCQ02,OUT010,558.8071268935817
NCY06,OUT049,2203.4576908774034
FDY56,OUT035,4229.434982171942
FDL02,OUT035,1787.4430502289288
NCI06,OUT035,2993.3184427968017
FDQ14,OUT045,2415.7766681705784
FDQ12,OUT017,3759.774835571306
FDP36,OUT046,842.9948562740143
FDK21,OUT027,5892.73541496831
FDO40,OUT045,2442.816860197004
NCK54,OUT019,420.9118210519513
FDY09,OUT018,2650.9359398419156
NCW30,OUT049,4150.561485404188
NCC55,OUT027,1372.7943512638433
FDE58,OUT018,1685.547255164887
FDR39,OUT013,3197.2235606227923
FDU28,OUT049,3105.0525808621146
FDH08,OUT017,3871.443238153897
FDG35,OUT045,2744.867583881674
FDG22,OUT049,826.4333878121417
FDC34,OUT035,2672.4648020651566
FDP15,OUT018,3324.609809687897
FDK34,OUT010,699.4610434187687
FDU45,OUT035,2021.0806444910022
FDQ04,OUT027,1404.4569953438588
FDX22,OUT018,3061.976581162277
FDB45,OUT017,1677.5729589672642
NCH43,OUT027,5059.178484518169
DRE60,OUT046,3526.1274571745294
FDD17,OUT027,5781.304152510897
NCM54,OUT017,2120.161293267496
NCH55,OUT013,2107.877987886874
NCT06,OUT017,2615.0409229928614
FDA48,OUT027,4915.975293456383
FDY58,OUT027,6587.195905441297
FDO25,OUT045,3262.1313890488045
FDN50,OUT045,1545.121487656135
FDH35,OUT035,2733.7509827264353
FDK09,OUT045,3748.185964802402
FDO16,OUT013,1463.2475842540707
FDW11,OUT045,1075.9745287895823
FDU47,OUT027,3261.7942470525745
NCQ42,OUT010,340.6359132949352
FDK55,OUT027,2612.2298435281414
FDN08,OUT049,1986.810593826874
FDT57,OUT045,3847.463443345308
FDJ12,OUT018,3209.9333174585577
DRL59,OUT017,1007.0949436021783
NCN53,OUT046,882.383766766863
FDO51,OUT010,-30.53323418688482
FDK56,OUT017,3053.4662872030817
FDY12,OUT035,960.0997019179161
FDU15,OUT035,870.8399041785856
FDQ19,OUT046,3839.4146026534304
DRF15,OUT045,2324.651208279758
DRE25,OUT019,275.1632773200077
FDK57,OUT018,1744.597577374983
